id,term,normalized,preferred_term,entry_terms,acronyms,departments,canonical_skill_ids,mesh_id,is_official_mesh_record,official_sync_required,priority,active,source,source_url,kind
meshlocal_0481a3946f748b4e,Miscellaneous Inflammatory Arthritis,miscellaneous inflammatory arthritis,Miscellaneous Inflammatory Arthritis,,,Rheumatology,skill_0481a3946f748b4e,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_437d2bbc49ecc9aa,Miscellaneous Topics in Forensic Histopathology,miscellaneous topics in forensic histopathology,Miscellaneous Topics in Forensic Histopathology,,,Forensic histopathology,skill_437d2bbc49ecc9aa,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_1f3fa2899816f795,Miscellaneous Topics in Oral Medicine,miscellaneous topics in oral medicine,Miscellaneous Topics in Oral Medicine,,,Oral medicine,skill_1f3fa2899816f795,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_4f37d116b5afcef2,Mitochondrial Encephalopathies,mitochondrial encephalopathies,Mitochondrial Encephalopathies,,,Neuropathology | Neuroradiology,skill_4f37d116b5afcef2,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_cf1066960689d748,Mitral Annular Calcification,mitral annular calcification,Mitral Annular Calcification,,,Cardiology,skill_cf1066960689d748,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_fe0b7c09e9d14baf,Mitral Regurgitation,mitral regurgitation,Mitral Regurgitation,,,Cardiology | Vascular and endovascular surgery,skill_fe0b7c09e9d14baf,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_49874dd015e60b7d,Mitral Stenosis,mitral stenosis,Mitral Stenosis,,,Cardiology | Vascular and endovascular surgery,skill_49874dd015e60b7d,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_e5b3e18430fc3bc6,Mitral Stenosis in Emergency Medicine,mitral stenosis in emergency medicine,Mitral Stenosis in Emergency Medicine,,,Emergency medicine,skill_e5b3e18430fc3bc6,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_148aed03ef3d343f,Mitral Valve Prolapse,mitral valve prolapse,Mitral Valve Prolapse,,,Cardiology | Vascular and endovascular surgery,skill_148aed03ef3d343f,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_0fbf3c5f6b20ab4a,Mitral Valve Prolapse and Surgical Correction,mitral valve prolapse and surgical correction,Mitral Valve Prolapse and Surgical Correction,,,Cardio-thoracic surgery,skill_0fbf3c5f6b20ab4a,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_a174ea811e59e8ab,Mitral Valve Prolapse in Emergency Medicine,mitral valve prolapse in emergency medicine,Mitral Valve Prolapse in Emergency Medicine,,,Emergency medicine,skill_a174ea811e59e8ab,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_285cda5dddb5a1e1,Mitral Valve Repair and Replacement,mitral valve repair and replacement,Mitral Valve Repair and Replacement,,,Cardio-thoracic surgery,skill_285cda5dddb5a1e1,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_a02eadf0e2093879,Mitral Valvuloplasty,mitral valvuloplasty,Mitral Valvuloplasty,,,Cardio-thoracic surgery,skill_a02eadf0e2093879,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_d7a97b0093492f46,Mixed Connective-Tissue Disease (MCTD),mixed connective-tissue disease mctd,Mixed Connective-Tissue Disease (MCTD),MCTD,MCTD,Orthopaedic surgery | Rheumatology,skill_651e2fdd67e8bec8,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_4ffc2809a23d9388,Mixed-Methods Research,mixed-methods research,Mixed-Methods Research,,,Public health medicine,skill_ea1383e0067cccae,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_904ede1ff15d2265,Mobility Aids and Assistive Devices,mobility aids and assistive devices,Mobility Aids and Assistive Devices,AIDS | acquired immunodeficiency syndrome,,Geriatric medicine,skill_904ede1ff15d2265,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_e72266d578989f6c,Mobius Syndrome,mobius syndrome,Mobius Syndrome,,,Neurology,skill_e72266d578989f6c,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_2c441c8694de8bbb,Modified Radical Mastectomy,modified radical mastectomy,Modified Radical Mastectomy,,,Plastic surgery,skill_2c441c8694de8bbb,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_0ea2c1e5cd3b0baa,Modified Radical Neck Dissection,modified radical neck dissection,Modified Radical Neck Dissection,,,Oncology | Otolaryngology ENT Facial Plasty /Audiovestibular medicine,skill_0ea2c1e5cd3b0baa,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_3fe2c8bedef607b4,Mohs Surgery,mohs surgery,Mohs Surgery,,,Otolaryngology ENT Facial Plasty /Audiovestibular medicine,skill_3fe2c8bedef607b4,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_4383c3aca767684c,Mohs Surgery and Reconstruction,mohs surgery and reconstruction,Mohs Surgery and Reconstruction,,,Plastic surgery,skill_4383c3aca767684c,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_e012312bd3aeabb6,Mojave Rattlesnake Envenomation,mojave rattlesnake envenomation,Mojave Rattlesnake Envenomation,,,Emergency medicine,skill_e012312bd3aeabb6,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_70689ca064e158fa,Mold Allergy,mold allergy,Mold Allergy,,,Pediatrics Medicine,skill_70689ca064e158fa,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_5db8b7240e9aaa66,Molecular and Cell Biology in Surgery,molecular and cell biology in surgery,Molecular and Cell Biology in Surgery,,,General surgery,skill_5db8b7240e9aaa66,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_bcaa0a76840d0dcc,Molecular Biology in Oral Medicine,molecular biology in oral medicine,Molecular Biology in Oral Medicine,,,Oral medicine,skill_bcaa0a76840d0dcc,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_9e0765205fde21ed,"Molecular Diagnostic Tools: PCR, qPCR, and Sequencing",molecular diagnostic tools pcr qpcr and sequencing,"Molecular Diagnostic Tools: PCR, qPCR, and Sequencing",PCR,PCR,Microbiology and virology,skill_9e0765205fde21ed,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_d7b4ee9f8a4a87f3,Molecular Genetics of Brain Tumors,molecular genetics of brain tumors,Molecular Genetics of Brain Tumors,,,Neuropathology,skill_d7b4ee9f8a4a87f3,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_ad4b8abe4b109d5b,Molecular Mechanisms of Aging,molecular mechanisms of aging,Molecular Mechanisms of Aging,,,Geriatric medicine,skill_ad4b8abe4b109d5b,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_29f2b4b356302161,Molecular Pathology: Genetic Markers in Forensic Science,molecular pathology genetic markers in forensic science,Molecular Pathology: Genetic Markers in Forensic Science,,,Forensic histopathology,skill_29f2b4b356302161,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_6e3dd1d16d3c2ad1,Molluscum Contagiosum,molluscum contagiosum,Molluscum Contagiosum,,,Dermatology | Genito-urinary medicine / sexual and reproductive health | Pediatrics Medicine,skill_6e3dd1d16d3c2ad1,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_b667be25b515b1dc,Mondini Deformity,mondini deformity,Mondini Deformity,,,Otolaryngology ENT Facial Plasty /Audiovestibular medicine,skill_b667be25b515b1dc,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_5af817d78545f78a,Mondor Disease,mondor disease,Mondor Disease,,,Dermatology | Vascular and endovascular surgery,skill_5af817d78545f78a,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_0f502675ff73313f,Monilethrix,monilethrix,Monilethrix,,,Dermatology,skill_0f502675ff73313f,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_3cb862c9f4d33a43,Monitoring and Evaluation of Treatment,monitoring and evaluation of treatment,Monitoring and Evaluation of Treatment,,,Radiotherapy,skill_3cb862c9f4d33a43,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_52b163d2c3dc1d64,Monitoring and Managing Side Effects,monitoring and managing side effects,Monitoring and Managing Side Effects,,,Psychiatry of learning disability/ Mental Health,skill_52b163d2c3dc1d64,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_578f9eb8aff25c5d,Monitoring in Brain Tumor and Epilepsy Surgery,monitoring in brain tumor and epilepsy surgery,Monitoring in Brain Tumor and Epilepsy Surgery,,,Neurophysiology,skill_578f9eb8aff25c5d,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_2574d748f50bb587,Monitoring in Spine Surgery,monitoring in spine surgery,Monitoring in Spine Surgery,,,Neurophysiology,skill_2574d748f50bb587,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_69956517c34b8c1b,Monitoring Nutritional Therapy in Patients,monitoring nutritional therapy in patients,Monitoring Nutritional Therapy in Patients,,,Nutritionist,skill_69956517c34b8c1b,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_ac38688e6f731442,Monitoring Peripheral Nerve Surgery,monitoring peripheral nerve surgery,Monitoring Peripheral Nerve Surgery,,,Neurophysiology,skill_ac38688e6f731442,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_3b6c1910903892a2,"Monitoring Techniques: EEG, EPs, and EMG",monitoring techniques eeg eps and emg,"Monitoring Techniques: EEG, EPs, and EMG",EEG | EMG | electroencephalogram | electroencephalography | electromyography,EEG | EMG,Neurophysiology,skill_3b6c1910903892a2,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_8f9f040533d5d388,Monkeypox,monkeypox,Monkeypox,,,Dermatology | Infectious diseases,skill_8f9f040533d5d388,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_8ae45a9b91611719,Monoamine Oxidase Inhibitor (MAOI) Toxicity,monoamine oxidase inhibitor maoi toxicity,Monoamine Oxidase Inhibitor (MAOI) Toxicity,MAOI,MAOI,Emergency medicine | Intensive Crtical Care,skill_8ae45a9b91611719,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_ce15bfbb1de09a49,Monoclonal Gammopathies of Undetermined Significance (MGUS),monoclonal gammopathies of undetermined significance mgus,Monoclonal Gammopathies of Undetermined Significance (MGUS),MGUS,MGUS,Emergency medicine | Haematology,skill_ce15bfbb1de09a49,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_27059ca254e953ce,Monofixation Syndrome,monofixation syndrome,Monofixation Syndrome,,,Ophthalmology,skill_27059ca254e953ce,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_77d6252f0973bd69,Monomorphic ventricular tachycardia,monomorphic ventricular tachycardia,Monomorphic ventricular tachycardia,,,Acute internal medicine,skill_77d6252f0973bd69,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_6d461c5f650999bb,Mononeuritis Multiplex,mononeuritis multiplex,Mononeuritis Multiplex,,,Rehabilitation,skill_6d461c5f650999bb,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_588444f236578767,Monteggia Fracture,monteggia fracture,Monteggia Fracture,,,Orthopaedic surgery,skill_588444f236578767,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_f4dcc31f8f994f59,Mood Disorders,mood disorders,Mood Disorders,,,Psychiatry of learning disability/ Mental Health | Psychology,skill_f4dcc31f8f994f59,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_ad311ca3c7ec8b14,Mood Disorders in the Elderly,mood disorders in the elderly,Mood Disorders in the Elderly,,,Geriatric-old age psychiatry / Mental Health | Old age / Geriatric psychiatry -Mental Health,skill_ad311ca3c7ec8b14,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_9680e469ff5b3337,Mood Disorders: Depression in Childhood and Adolescence,mood disorders depression in childhood and adolescence,Mood Disorders: Depression in Childhood and Adolescence,,,Child and adolescent psychiatry / Mental Health,skill_9680e469ff5b3337,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_692fe209e9fecb90,Mood Stabilizers and Anticonvulsants,mood stabilizers and anticonvulsants,Mood Stabilizers and Anticonvulsants,,,Child and adolescent psychiatry / Mental Health,skill_692fe209e9fecb90,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_3a181df6bdeec434,Moraxella catarrhalis Infection,moraxella catarrhalis infection,Moraxella catarrhalis Infection,,,Infectious diseases,skill_3a181df6bdeec434,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_2b1fa66a6cf855ac,Morganella Infections,morganella infections,Morganella Infections,,,Infectious diseases,skill_2b1fa66a6cf855ac,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_01cc3bcab2a3d41a,Morphea,morphea,Morphea,,,Dermatology,skill_01cc3bcab2a3d41a,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_21167441a6a254c1,Morquio Syndrome (Mucopolysaccharidosis Type IV),morquio syndrome mucopolysaccharidosis type iv,Morquio Syndrome (Mucopolysaccharidosis Type IV),IV,IV,Pediatrics Medicine,skill_21167441a6a254c1,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_7c6d7770eef9dbc6,Motion Sickness,motion sickness,Motion Sickness,,,Neurology,skill_7c6d7770eef9dbc6,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_4cac692728fe9104,Motivation and Emotion,motivation and emotion,Motivation and Emotion,,,Psychology,skill_4cac692728fe9104,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_9dbb15a322dd6b25,Motor Disorders: Tics and Tourette’s Syndrome,motor disorders tics and tourette s syndrome,Motor Disorders: Tics and Tourette’s Syndrome,,,Child and adolescent psychiatry / Mental Health,skill_9dbb15a322dd6b25,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_4a4390bde786c7ec,Motor Evoked Potentials,motor evoked potentials,Motor Evoked Potentials,Motor Evoked Potentials (MEP) | MEP,MEP,Neurology | Neurophysiology,skill_4a4390bde786c7ec,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_c322bc2565c4297a,Motor Nerve Conduction Techniques,motor nerve conduction techniques,Motor Nerve Conduction Techniques,,,Neurophysiology,skill_c322bc2565c4297a,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_2a0521bacac18252,Motor Recovery In Stroke,motor recovery in stroke,Motor Recovery In Stroke,stroke | cerebrovascular accident | CVA,,Rehabilitation,skill_2a0521bacac18252,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_ede238a2b3b937e1,Motor Unit Action Potentials (MUAP) Analysis,motor unit action potentials muap analysis,Motor Unit Action Potentials (MUAP) Analysis,MUAP,MUAP,Neurophysiology,skill_ede238a2b3b937e1,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_5b565db2f5ef7171,Motor Unit Recruitment in EMG,motor unit recruitment in emg,Motor Unit Recruitment in EMG,EMG | electromyography,EMG,Neurology,skill_5b565db2f5ef7171,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_53e8f01a60b2e39f,Moufarrege Total Posterior Pedicle Breast Reduction,moufarrege total posterior pedicle breast reduction,Moufarrege Total Posterior Pedicle Breast Reduction,,,Medical Aesthetics | Plastic surgery,skill_53e8f01a60b2e39f,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_325d3816e9b34e9a,Movement and Neurodegenerative Diseases,movement and neurodegenerative diseases,Movement and Neurodegenerative Diseases,,,Neurology,skill_325d3816e9b34e9a,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_25b8b8ffa33bc9bb,Movement Disorders,movement disorders,Movement Disorders,,,Rehabilitation,skill_25b8b8ffa33bc9bb,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_a7e705f6e9a1a5d3,Moyamoya Disease,moyamoya disease,Moyamoya Disease,,,Neurology | Neuroradiology | Neurosurgery,skill_a7e705f6e9a1a5d3,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_1d7392966f85e5c2,MR Imaging of the Larynx,mr imaging of the larynx,MR Imaging of the Larynx,MR,MR,Otolaryngology ENT Facial Plasty /Audiovestibular medicine,skill_1d7392966f85e5c2,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_b6e3c9e04a78cf03,MR Imaging of the Temporal Bone,mr imaging of the temporal bone,MR Imaging of the Temporal Bone,MR,MR,Otolaryngology ENT Facial Plasty /Audiovestibular medicine,skill_b6e3c9e04a78cf03,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_7f6fca92f8deef42,MR Spectroscopy,mr spectroscopy,MR Spectroscopy,MR,MR,Neuroradiology,skill_7f6fca92f8deef42,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_dd124afe29c2bc4f,MRI and CT Techniques in Brain Imaging,mri and ct techniques in brain imaging,MRI and CT Techniques in Brain Imaging,MRI | CT | MRI scan | magnetic resonance imaging | MR imaging,MRI | CT,Neuroradiology,skill_dd124afe29c2bc4f,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_c81d4df817cf81d0,MRSA Skin Infection in Athletes,mrsa skin infection in athletes,MRSA Skin Infection in Athletes,MRSA,MRSA,Sports Medicine,skill_c81d4df817cf81d0,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_5883c09a4d9a6766,Mu Heavy Chain Disease,mu heavy chain disease,Mu Heavy Chain Disease,,,Haematology,skill_5883c09a4d9a6766,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_8cf9928adb4d710d,Mucocele and Ranula,mucocele and ranula,Mucocele and Ranula,,,Dermatology,skill_8cf9928adb4d710d,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_6994225b03d8930b,Mucopolysaccharidoses Types I-VII,mucopolysaccharidoses types i-vii,Mucopolysaccharidoses Types I-VII,VII,VII,Dermatology,skill_7a81c51010bf44a7,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_07a5b48df83c1df2,Mucopolysaccharidosis,mucopolysaccharidosis,Mucopolysaccharidosis,,,Orthopaedic surgery,skill_07a5b48df83c1df2,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_6dd385a0f426598c,Mucormycosis (Zygomycosis),mucormycosis zygomycosis,Mucormycosis (Zygomycosis),,,Infectious diseases,skill_6dd385a0f426598c,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_97b37cb837f31eda,Mucosa-Associated Lymphoid Tissue Lymphomas (MALTomas),mucosa-associated lymphoid tissue lymphomas maltomas,Mucosa-Associated Lymphoid Tissue Lymphomas (MALTomas),MALTomas,,Haematology,skill_d4aabd4b865b9a31,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_538ea8259144d2c0,Mucosal Candidiasis,mucosal candidiasis,Mucosal Candidiasis,,,Dermatology,skill_538ea8259144d2c0,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_c7a4c141062c417b,Mucosal Melanoma of Head and Neck Staging,mucosal melanoma of head and neck staging,Mucosal Melanoma of Head and Neck Staging,,,Oncology,skill_c7a4c141062c417b,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_9802c019e345eff1,Mucous Cyst,mucous cyst,Mucous Cyst,,,Orthopaedic surgery,skill_9802c019e345eff1,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_a0efe65f283acdc9,Muehrcke Lines of the Fingernails,muehrcke lines of the fingernails,Muehrcke Lines of the Fingernails,,,Dermatology,skill_a0efe65f283acdc9,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_79b78df6a6476f88,Muir-Torre Syndrome,muir-torre syndrome,Muir-Torre Syndrome,,,Dermatology,skill_7388f187599155e1,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_a3b0dbd1bb9e9bda,Mullerian Duct Anomalies,mullerian duct anomalies,Mullerian Duct Anomalies,,,Gynaecology and Obstetrics | Occupational medicine / Occupational therapy,skill_a3b0dbd1bb9e9bda,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_57f3619a4d350a23,Multi-Generational Therapy,multi-generational therapy,Multi-Generational Therapy,,,Psychotherapy,skill_4ec124fbee902e78,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_143d69eee0c9fef2,Multicentric Reticulohistiocytosis,multicentric reticulohistiocytosis,Multicentric Reticulohistiocytosis,,,Rheumatology,skill_143d69eee0c9fef2,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
